VIN,Mileage,Oil Life,Average MPG,Brake Fluid Level,Brake Fluid Pressure,Oil Pressure
1HAS4AKC3GR517601,18568,90,36,Full,Good,Good
1GKS2AKC3GR524508,10422,52,20,Full,Good,Good
2G1378S30G9398935,25898,64,21,Full,Good,Good
1HAS4AKC3GR513234,17347,69,22,Full,Good,Good
1FAHP1F85GG226340,7185,51,29,Full,Good,Good
2G1355S30G9255556,8740,54,21,Full,Good,Good
1HAS4AKC3GR353956,20227,82,30,Full,Good,Good
2G1378S30G9559032,21027,44,20,Full,Good,Good
1FAHP2F85GG808978,22041,45,32,Full,Good,Good
1GKS2AKC3GR207075,28422,46,34,Full,Good,Good
1FAHP2F85GG165149,27995,88,31,Full,Good,Good
2G1145S30G9944546,16226,57,27,Full,Good,Good
2G1378S30G9384013,20293,96,34,Full,Good,Good
1HAS4AKC3GR483829,19215,42,31,Full,Good,Good
1FAHP2F85GG633976,17202,36,36,Full,Good,Good
1GKS2AKC3GR134376,8046,93,23,Full,Good,Good
1FAHP2F36GG759356,22766,92,23,Full,Good,Good
1FAHP2F85GG484931,26302,54,26,Full,Good,Good
1FAHP2F85GG297539,18485,33,25,Full,Good,Good
1FAHP2F36GG643618,9890,79,22,Full,Good,Good
1FAHP2F85GG953725,16963,60,27,Full,Good,Good
2G1145S30G9658834,20755,35,26,Full,Good,Good
2G1378S30G9953831,7939,88,26,Full,Good,Good
1HAS4AKC3GR396056,18665,39,30,Full,Good,Good
1FAHP2F36GG212988,17023,58,24,Full,Good,Good
1GKS2AKC3GR807436,24248,52,22,Full,Good,Good
2G1355S30G9952126,14452,97,33,Full,Good,Good
1GKS2AKC3GR379187,25168,68,22,Full,Good,Good
2G1145S30G9911137,26861,83,36,Full,Good,Good
2G1378S30G9650562,21335,32,28,Full,Good,Good
1FAHP2F85GG172872,6408,89,21,Full,Good,Good
2G1355S30G9386752,27291,99,31,Full,Good,Good
2G1355S30G9254126,18422,69,20,Full,Good,Good
1GKS2AKC3GR728401,16297,98,26,Full,Good,Good
2G1355S30G9141520,20471,87,35,Full,Good,Good
2G1145S30G9835933,14914,87,29,Full,Good,Good
1FAHP2F85GG645482,23661,59,25,Full,Good,Good
1FAHP1F85GG782389,9063,60,20,Full,Good,Good
1FAHP1F85GG804889,15649,31,21,Full,Good,Good
2G1378S30G9149021,16635,86,30,Full,Good,Good
2G1378S30G9516686,12536,81,24,Full,Good,Good
1HAS4AKC3GR536247,15444,96,36,Full,Good,Good
1FAHP2F85GG494943,16041,32,30,Full,Good,Good
2G1378S30G9422287,8049,64,32,Full,Good,Good
2G1145S30G9865082,27755,42,30,Full,Good,Good
1FAHP2F85GG914742,7847,46,24,Full,Good,Good
2G1355S30G9730070,11210,90,36,Full,Good,Good
1GKS2AKC3GR433638,22750,55,30,Full,Good,Good
1FAHP2F36GG705730,20045,84,21,Acceptable,Good,Good
1FAHP1F85GG945679,7331,61,31,Full,Good,Good
2G1355S30G9265851,11811,96,22,Full,Good,Good
2G1378S30G9344287,12219,98,36,Full,Good,Good
2G1355S30G9825609,9561,50,33,Full,Good,Good
1FAHP1F85GG823760,13576,94,30,Full,Good,Good
1FAHP2F36GG910039,7508,41,30,Full,Good,Good
2G1355S30G9640854,20791,78,27,Full,Good,Good
1FAHP2F36GG978631,27288,93,29,Full,Good,Good
1FAHP2F36GG661906,13904,55,26,Full,Good,Good
1FAHP1F85GG124078,23004,4,27,Acceptable,Good,Good
1FAHP2F85GG849920,22969,77,29,Full,Good,Good
1FAHP1F85GG818372,21976,46,28,Full,Good,Good
1FAHP1F85GG889386,10641,34,29,Full,Good,Good
2G1378S30G9209647,9732,92,23,Full,Good,Good
1FAHP2F36GG304769,16089,34,30,Full,Good,Good
2G1145S30G9998262,19133,47,35,Full,Good,Good
1GKS2AKC3GR372462,17623,54,30,Full,Good,Good
2G1355S30G9111898,27540,87,29,Full,Good,Good
2G1145S30G9960475,19472,46,20,Full,Good,Good
2G1145S30G9837424,23403,31,27,Full,Good,Good
1FAHP2F36GG628781,15215,80,24,Full,Good,Good
2G1378S30G9445287,22030,48,28,Full,Good,Good
1GKS2AKC3GR421482,22181,94,28,Full,Good,Good
1FAHP1F85GG729021,10648,90,26,Full,Good,Good
2G1378S30G9915535,29911,92,23,Full,Good,Good
1FAHP1F85GG251725,21918,56,27,Full,Good,Good
1FAHP2F85GG897523,7302,66,24,Full,Good,Good
1GKS2AKC3GR567173,15972,76,26,Full,Good,Good
1FAHP2F85GG142253,21315,78,26,Full,Good,Good
2G1145S30G9577093,29747,90,34,Full,Good,Good
1GKS2AKC3GR760921,18808,97,27,Full,Good,Good
1GKS2AKC3GR557341,18311,47,33,Full,Good,Good
1HAS4AKC3GR164063,24103,43,30,Full,Good,Good
2G1378S30G9392643,21524,83,22,Full,Good,Good
2G1378S30G9311620,9547,47,32,Full,Good,Good
2G1355S30G9989793,6138,72,23,Full,Good,Good
1FAHP1F85GG406721,26754,43,24,Full,Good,Good
1GKS2AKC3GR587812,27024,90,25,Full,Good,Good
1HAS4AKC3GR285588,16279,94,31,Acceptable,Good,Good
2G1355S30G9956000,7740,31,35,Low,Good,Good
2G1145S30G9369704,27679,54,30,Full,Good,Good
2G1378S30G9129760,29213,83,24,Full,Good,Good
2G1145S30G9596507,18969,72,33,Full,Low,Good
2G1378S30G9271875,10014,61,24,Full,Good,Good
1GKS2AKC3GR278690,16914,35,23,Full,Good,Good
2G1145S30G9869761,9444,85,28,Full,Good,Good
1FAHP1F85GG367739,14572,52,23,Full,Good,Good
2G1355S30G9390024,29411,74,32,Full,Good,Good
2G1378S30G9617213,25175,91,30,Full,Good,Good
2G1355S30G9304556,29233,58,21,Full,Good,Good
1GKS2AKC3GR188090,26809,65,27,Full,Good,Good
1FAHP1F85GG273625,15999,36,23,Full,Good,Good
1FAHP2F36GG125669,8719,64,21,Full,Good,Good
2G1145S30G9950840,20462,31,33,Full,Good,Good
1HAS4AKC3GR854658,27317,37,22,Full,Good,Good
1FAHP2F36GG954771,7511,82,31,Full,Good,Good
2G1378S30G9935306,27864,92,22,Full,Good,Good
1FAHP2F85GG124046,17996,88,31,Full,Good,Good
1FAHP2F36GG592732,17694,84,34,Full,Good,Good
1FAHP2F85GG984765,14023,60,22,Full,Good,Good
2G1145S30G9190457,12485,81,21,Full,Good,Good
1FAHP1F85GG502842,9227,60,29,Full,Good,Good
2G1378S30G9240555,16383,54,29,Full,Good,Good
1GKS2AKC3GR480110,6664,35,27,Full,Good,Good
2G1355S30G9913896,25467,89,26,Full,Good,Good
1FAHP1F85GG717842,18271,75,31,Full,Good,Good
2G1378S30G9474302,7984,71,34,Full,Good,Good
2G1145S30G9363466,14513,90,24,Full,Good,Good
1HAS4AKC3GR957703,23944,91,29,Full,Good,Good
1HAS4AKC3GR687936,23544,66,22,Full,Good,Good
2G1378S30G9113668,19425,44,35,Full,Good,Good
1FAHP2F36GG960381,26946,44,34,Full,Good,Good
1FAHP2F85GG180576,27666,57,20,Full,Good,Good
1GKS2AKC3GR483740,7341,92,35,Full,Good,Good
2G1355S30G9703782,24461,92,23,Full,Good,Good
1GKS2AKC3GR216814,19976,97,20,Full,Good,Good
1FAHP2F85GG392918,11213,33,21,Full,Good,Good
1FAHP1F85GG968561,18779,98,34,Full,Good,Good
2G1355S30G9506605,12918,99,27,Full,Good,Good
1FAHP2F36GG922785,8291,30,30,Full,Good,Good
2G1378S30G9993354,29412,65,21,Full,Good,Good
1GKS2AKC3GR554468,27725,61,25,Full,Good,Good
2G1378S30G9879028,13796,52,32,Full,Good,Good
2G1355S30G9803343,28166,76,34,Acceptable,Good,Good
1FAHP2F36GG825977,18076,84,29,Full,Good,Good
1FAHP2F36GG897762,23215,75,32,Full,Good,Good
2G1378S30G9883089,26946,97,32,Full,Good,Good
2G1355S30G9950300,29180,39,31,Full,Good,Good
1FAHP2F36GG967028,20799,54,31,Full,Good,Good
2G1378S30G9202100,20362,70,33,Full,Good,Good
1FAHP1F85GG311408,6610,8,34,Full,Good,Good
1FAHP1F85GG599486,9960,43,20,Full,Acceptable,Good
1GKS2AKC3GR582351,17389,99,34,Full,Good,Good
1FAHP2F36GG758906,10813,81,30,Full,Good,Good
1GKS2AKC3GR355359,18842,67,22,Full,Acceptable,Good
2G1378S30G9846170,29252,88,23,Full,Good,Good
2G1145S30G9504926,24899,83,34,Full,Good,Good
1FAHP2F36GG197670,15214,55,31,Full,Good,Good
1FAHP2F36GG551791,20753,84,25,Full,Good,Good
1FAHP1F85GG631718,16113,97,31,Full,Acceptable,Good
1FAHP2F85GG982682,21044,85,25,Full,Good,Good
1FAHP1F85GG352283,27468,70,27,Full,Good,Good
2G1355S30G9632633,9284,62,24,Full,Good,Good
2G1378S30G9819037,29087,55,24,Full,Good,Good
1HAS4AKC3GR723382,26906,60,32,Full,Good,Good
2G1355S30G9341659,29080,86,27,Full,Good,Good
2G1355S30G9129366,29566,53,26,Full,Good,Good
1FAHP2F36GG558998,22103,54,27,Full,Good,Good
1GKS2AKC3GR219872,9068,63,28,Full,Good,Good
2G1355S30G9783357,20177,88,35,Full,Good,Good
2G1378S30G9271725,19199,48,20,Full,Good,Good
2G1355S30G9642835,20433,35,27,Full,Good,Good
1FAHP2F85GG657923,19527,63,31,Full,Good,Good
2G1378S30G9544275,16330,36,29,Full,Good,Good
1FAHP2F36GG812118,23446,97,23,Full,Good,Good
1FAHP1F85GG704837,19486,66,31,Full,Good,Good
1FAHP2F36GG674436,15083,42,33,Full,Good,Good
2G1378S30G9744110,15099,65,33,Full,Good,Good
2G1145S30G9271833,13731,45,34,Full,Good,Good
2G1355S30G9862029,15094,94,27,Full,Good,Good
1FAHP2F85GG870340,8363,47,22,Full,Good,Good
2G1355S30G9111605,14027,99,35,Full,Good,Good
1GKS2AKC3GR872151,27874,62,31,Full,Good,Good
1FAHP1F85GG753578,21973,74,31,Full,Good,Good
2G1145S30G9219168,21512,66,28,Full,Good,Good
1GKS2AKC3GR277208,12170,61,22,Full,Good,Good
2G1145S30G9775092,19967,35,30,Full,Good,Good
1FAHP2F85GG993162,17150,40,33,Full,Good,Good
1FAHP2F36GG521720,11474,73,36,Full,Good,Good
1FAHP1F85GG736229,11486,50,28,Full,Good,Good
1GKS2AKC3GR970461,10508,78,28,Full,Good,Good
1FAHP2F85GG534163,22521,58,23,Full,Good,Good
2G1145S30G9695165,21509,42,22,Full,Good,Good
1HAS4AKC3GR973414,18426,92,32,Full,Good,Good
2G1145S30G9437398,28659,80,29,Full,Good,Good
2G1145S30G9706044,21979,62,28,Full,Good,Good
1FAHP2F85GG551808,8843,18,29,Full,Good,Good
1FAHP1F85GG581335,6821,60,35,Full,Good,Good
1FAHP2F85GG650714,28914,76,26,Full,Good,Good
2G1355S30G9258520,20933,78,32,Full,Good,Good
2G1355S30G9797635,15346,89,35,Full,Good,Acceptable
2G1355S30G9121530,29681,69,35,Full,Good,Good
2G1355S30G9490306,8602,38,26,Full,Good,Good
1HAS4AKC3GR275799,7395,43,33,Full,Good,Good
2G1378S30G9397806,8567,59,23,Acceptable,Good,Good
1FAHP1F85GG255070,17695,99,32,Full,Good,Good
2G1145S30G9421194,15031,56,30,Full,Good,Good
1FAHP1F85GG130965,25617,75,33,Full,Good,Good
1FAHP1F85GG319875,15543,36,25,Full,Good,Good
2G1145S30G9680974,27240,79,27,Full,Good,Good
2G1355S30G9450636,7517,38,20,Full,Good,Good
1HAS4AKC3GR872766,10110,38,35,Full,Good,Good
1HAS4AKC3GR950437,6871,40,22,Full,Good,Good
1HAS4AKC3GR961476,11241,49,30,Full,Good,Good
1FAHP1F85GG761120,22020,54,30,Full,Good,Good
1GKS2AKC3GR477455,12442,73,35,Full,Good,Good
1GKS2AKC3GR776259,7297,83,22,Full,Good,Good
1FAHP2F36GG156581,18534,92,26,Full,Good,Good
1HAS4AKC3GR662304,13390,79,36,Full,Good,Good
2G1145S30G9742485,24865,88,36,Full,Good,Good
1FAHP1F85GG787668,8625,70,32,Full,Good,Good
2G1145S30G9795098,12801,46,32,Full,Good,Good
1FAHP2F36GG989584,12545,96,33,Full,Good,Good
1FAHP2F85GG464939,22860,84,25,Full,Acceptable,Good
1FAHP2F85GG935393,13595,50,25,Full,Good,Good
2G1378S30G9774491,9888,50,30,Full,Good,Good
1FAHP2F85GG507724,15545,85,35,Full,Good,Good
2G1378S30G9927287,20109,77,23,Full,Good,Good
2G1378S30G9158921,27439,81,23,Full,Good,Good
1FAHP1F85GG725901,11626,65,29,Full,Good,Good
1GKS2AKC3GR800512,27068,49,34,Full,Good,Good
1FAHP1F85GG847642,9219,80,27,Full,Good,Good
2G1355S30G9451353,7331,44,22,Full,Good,Good
2G1378S30G9233418,15002,47,32,Full,Good,Good
1FAHP2F36GG150575,15001,31,29,Full,Good,Good
1FAHP2F36GG842225,18147,42,20,Full,Good,Good
1FAHP1F85GG582695,24246,61,30,Full,Good,Good
1HAS4AKC3GR700833,16034,38,26,Full,Good,Good
2G1145S30G9616321,26911,51,31,Full,Good,Acceptable
1GKS2AKC3GR916397,12643,31,31,Full,Good,Good
2G1355S30G9321333,24685,97,22,Full,Good,Good
1FAHP2F36GG993895,14734,36,26,Full,Good,Good
1FAHP1F85GG396556,21888,44,32,Full,Good,Good
1FAHP1F85GG758663,7508,55,20,Full,Good,Good
2G1145S30G9808075,29122,61,21,Full,Good,Good
1HAS4AKC3GR877698,28112,56,36,Full,Good,Good
2G1145S30G9505610,29286,77,27,Full,Good,Good
1HAS4AKC3GR943147,18834,61,35,Full,Good,Good
1GKS2AKC3GR652781,13483,94,25,Full,Good,Good
2G1145S30G9344043,21289,98,22,Full,Good,Good
2G1355S30G9381384,20256,68,31,Full,Good,Good
1FAHP2F36GG270548,23915,34,28,Full,Good,Good
2G1145S30G9951114,10170,31,20,Full,Good,Good
1HAS4AKC3GR980675,7135,43,29,Full,Good,Good
1FAHP1F85GG228226,13899,48,22,Full,Good,Good
1HAS4AKC3GR286086,18844,49,20,Full,Good,Good
1FAHP1F85GG898524,28102,63,21,Full,Good,Good
1FAHP2F85GG682037,22966,84,31,Full,Good,Good
1FAHP2F36GG729886,25511,51,29,Full,Good,Good
1FAHP1F85GG180410,13301,59,24,Full,Good,Good
1FAHP1F85GG409516,13255,47,34,Full,Good,Good
1HAS4AKC3GR552674,21571,86,26,Full,Good,Good
1GKS2AKC3GR771524,17182,59,34,Full,Good,Good
2G1355S30G9605921,6362,71,22,Full,Good,Good
1FAHP1F85GG995488,13070,66,27,Full,Good,Good
1GKS2AKC3GR371934,27400,97,22,Full,Good,Good
1GKS2AKC3GR598031,17261,75,30,Full,Good,Good
2G1355S30G9847420,24564,38,29,Full,Good,Good
1FAHP2F85GG338695,19990,71,22,Full,Good,Good
2G1145S30G9342321,17502,94,26,Acceptable,Good,Good
2G1378S30G9502693,10503,71,23,Full,Good,Good
2G1378S30G9606495,27422,47,33,Full,Good,Good
1GKS2AKC3GR637532,7406,77,31,Full,Good,Good
2G1378S30G9845501,7502,89,34,Full,Good,Good
1GKS2AKC3GR354814,25597,70,26,Full,Good,Good
1GKS2AKC3GR555164,23150,87,21,Full,Good,Good
1HAS4AKC3GR271701,20574,43,28,Full,Good,Good
2G1378S30G9862994,23932,61,22,Full,Good,Good
1GKS2AKC3GR650099,24886,61,24,Full,Good,Good
1FAHP2F85GG599204,24998,34,24,Full,Good,Good
1HAS4AKC3GR700926,14033,52,34,Full,Good,Good
2G1355S30G9536296,15723,67,21,Full,Good,Good
2G1378S30G9681041,17371,79,34,Full,Good,Good
1FAHP2F36GG775237,14287,91,25,Full,Good,Good
1FAHP2F36GG519467,9841,54,35,Full,Good,Good
1HAS4AKC3GR396054,19112,74,21,Full,Good,Good
1FAHP1F85GG627794,7448,87,34,Full,Good,Good
2G1145S30G9932298,22879,64,33,Full,Good,Good
1FAHP1F85GG709152,13440,83,35,Full,Good,Good
2G1378S30G9289776,16400,71,23,Full,Good,Good
1FAHP2F36GG542222,16126,63,30,Full,Good,Good
1FAHP1F85GG514386,8837,63,23,Full,Good,Good
1FAHP2F85GG496029,16547,30,35,Full,Good,Good
1FAHP2F36GG587652,11758,45,35,Full,Good,Good
1FAHP1F85GG356155,16768,38,23,Full,Good,Good
1FAHP2F85GG907463,19001,75,22,Full,Good,Good
1FAHP2F85GG183497,18515,52,36,Full,Good,Good
1FAHP1F85GG560349,20171,51,20,Full,Good,Good
2G1378S30G9380930,21558,92,26,Full,Good,Good
1FAHP1F85GG404013,20904,67,27,Full,Good,Good
2G1145S30G9756124,22478,53,23,Full,Good,Good
2G1378S30G9558969,28821,79,24,Full,Good,Good
2G1355S30G9991158,17450,35,23,Full,Good,Good
2G1355S30G9292445,24785,88,25,Full,Good,Good
2G1145S30G9335229,6687,53,27,Full,Good,Good
2G1355S30G9891533,23327,46,20,Full,Good,Good
1HAS4AKC3GR613088,16215,74,27,Full,Good,Good
1FAHP2F36GG635971,28947,92,22,Full,Good,Good
1FAHP1F85GG276858,11357,36,36,Full,Good,Good
2G1378S30G9989802,29718,88,35,Full,Good,Good
1FAHP2F85GG743581,20679,73,30,Full,Good,Good
1FAHP1F85GG853909,11509,37,34,Full,Good,Good
2G1378S30G9364362,11730,43,31,Full,Good,Good
1GKS2AKC3GR678083,25087,78,24,Full,Good,Good
1FAHP2F36GG286801,13951,29,25,Full,Good,Good
2G1355S30G9332077,19888,62,35,Full,Good,Good
2G1378S30G9345701,9869,47,27,Full,Good,Good
2G1355S30G9929629,7423,97,30,Full,Good,Good
1FAHP1F85GG152978,19390,81,24,Full,Good,Good
2G1378S30G9981085,20172,98,25,Full,Good,Good
2G1355S30G9817017,16949,34,33,Full,Good,Good
1HAS4AKC3GR916519,23508,43,27,Full,Good,Good
2G1378S30G9908649,9038,32,31,Full,Good,Good
1GKS2AKC3GR877308,21284,31,35,Full,Good,Good
2G1145S30G9738832,17402,85,26,Full,Good,Good
2G1378S30G9152412,10883,78,22,Full,Good,Good
2G1378S30G9618200,20632,85,25,Full,Good,Good
2G1145S30G9524658,23023,61,30,Full,Good,Good
1FAHP1F85GG448774,13400,39,27,Full,Good,Good
1FAHP1F85GG733409,27409,87,27,Full,Good,Good
1FAHP1F85GG593796,18819,77,21,Full,Good,Good
2G1355S30G9293354,20808,51,33,Full,Good,Good
2G1145S30G9139143,27377,79,30,Full,Good,Good
1GKS2AKC3GR404515,14924,46,30,Full,Good,Good
1HAS4AKC3GR371295,14684,39,21,Full,Good,Good
1GKS2AKC3GR491648,7476,43,27,Full,Good,Good
1FAHP1F85GG987151,26592,77,33,Full,Good,Good
2G1145S30G9524430,25729,67,32,Full,Good,Good
1HAS4AKC3GR809392,8472,38,32,Full,Good,Good
2G1378S30G9550947,25324,73,26,Full,Good,Good
1GKS2AKC3GR229946,26093,58,30,Full,Good,Good
1GKS2AKC3GR556958,10504,47,23,Full,Good,Good
1GKS2AKC3GR554126,12425,67,20,Full,Good,Good
1HAS4AKC3GR191868,11723,30,24,Full,Good,Good
2G1145S30G9165926,13241,90,31,Full,Good,Good
2G1355S30G9313022,18165,69,34,Full,Good,Good
1FAHP1F85GG373367,6769,72,35,Full,Good,Good
1FAHP1F85GG217042,6819,90,35,Full,Good,Good
1FAHP2F36GG419108,25396,85,31,Full,Good,Good
2G1145S30G9911622,20947,86,26,Full,Good,Good
1FAHP2F36GG772831,10088,70,26,Full,Good,Good
1FAHP2F85GG724323,24411,80,20,Full,Good,Good
2G1378S30G9157837,7115,73,33,Full,Good,Good
1GKS2AKC3GR117758,8889,69,34,Full,Good,Good
1GKS2AKC3GR211532,17736,73,26,Full,Good,Good
2G1378S30G9740443,14986,49,28,Full,Good,Good
1GKS2AKC3GR134527,26282,37,35,Full,Good,Good
1FAHP2F36GG147231,7559,80,23,Full,Good,Good
1HAS4AKC3GR233112,27794,93,23,Full,Good,Good
1FAHP1F85GG527357,14614,94,30,Full,Good,Good
2G1145S30G9386516,8312,41,22,Full,Good,Good
2G1378S30G9995071,17131,62,34,Full,Good,Good
1FAHP2F36GG554738,27176,44,30,Full,Good,Good
1FAHP2F85GG622786,18544,46,27,Full,Good,Good
1HAS4AKC3GR608188,18943,33,26,Full,Good,Good
1FAHP2F36GG998719,23008,70,28,Full,Good,Good
1FAHP1F85GG683819,24797,47,29,Full,Good,Good
1FAHP2F36GG392240,27684,73,31,Full,Good,Good
1HAS4AKC3GR243266,9936,48,25,Full,Good,Good
2G1145S30G9325054,29377,31,32,Full,Good,Good
1FAHP1F85GG960632,29685,48,33,Full,Good,Good
2G1378S30G9536931,9941,61,25,Full,Good,Good
1FAHP2F36GG273105,12893,63,32,Full,Good,Good
2G1145S30G9506375,7913,76,20,Full,Good,Good
1FAHP2F85GG500148,26393,91,32,Acceptable,Good,Good
1FAHP1F85GG671371,14985,83,25,Full,Good,Good
1FAHP1F85GG445454,23944,51,34,Full,Good,Good
2G1355S30G9683809,13760,41,35,Full,Good,Good
2G1355S30G9648154,11463,65,26,Full,Good,Good
2G1145S30G9719983,27295,67,32,Full,Good,Good
1GKS2AKC3GR682594,27192,84,30,Full,Good,Good
1FAHP2F85GG535457,21160,47,33,Full,Good,Good
1FAHP2F85GG245220,15388,54,30,Full,Good,Good
1FAHP1F85GG805613,15154,64,24,Full,Acceptable,Good
2G1145S30G9318055,17946,14,26,Full,Good,Good
1FAHP1F85GG752177,17955,91,34,Full,Good,Good
1HAS4AKC3GR894151,8777,39,28,Full,Good,Good
1FAHP2F85GG946503,18574,45,31,Full,Good,Good
2G1145S30G9449797,26370,59,27,Full,Good,Good
1HAS4AKC3GR331108,18169,74,25,Full,Good,Good
1FAHP2F36GG621153,21325,81,32,Full,Good,Good
1HAS4AKC3GR401255,11903,79,25,Full,Good,Good
2G1145S30G9257081,26479,31,33,Full,Good,Good
1GKS2AKC3GR776876,8696,52,26,Full,Good,Good
2G1145S30G9725232,12999,85,32,Full,Good,Good
1HAS4AKC3GR632561,24803,97,28,Full,Good,Good
2G1355S30G9819126,27418,77,20,Full,Good,Good
2G1355S30G9978388,25502,2,23,Full,Good,Good
1FAHP2F36GG581372,15631,70,34,Full,Good,Good
2G1355S30G9560635,18403,82,24,Full,Good,Good
1GKS2AKC3GR643383,27561,52,31,Full,Good,Good
2G1145S30G9872952,12524,45,32,Full,Good,Good
1FAHP2F36GG907348,21520,52,24,Full,Good,Good
2G1378S30G9660931,18596,42,20,Full,Good,Good
1FAHP2F85GG353037,13808,34,23,Full,Good,Good
1FAHP2F36GG677015,27820,72,20,Full,Good,Good
2G1355S30G9296597,23038,48,21,Full,Good,Good
2G1378S30G9906425,18772,77,26,Full,Good,Good
2G1145S30G9973662,22714,42,27,Full,Good,Low
1FAHP2F36GG856415,17257,31,31,Full,Good,Good
1FAHP2F85GG915167,18090,85,26,Full,Good,Good
1GKS2AKC3GR517386,16422,96,31,Full,Good,Good
1HAS4AKC3GR269076,12833,87,29,Full,Good,Good
1FAHP1F85GG731759,16312,67,27,Full,Good,Acceptable
1HAS4AKC3GR562424,20196,58,28,Full,Acceptable,Good
1FAHP2F36GG834988,25245,69,24,Full,Good,Good
1FAHP2F36GG400249,17949,70,33,Full,Good,Good
1GKS2AKC3GR890069,8506,70,29,Full,Good,Good
1FAHP1F85GG934055,25581,58,34,Full,Good,Good
2G1145S30G9622214,21802,30,28,Acceptable,Good,Good
1FAHP2F36GG343479,11307,48,21,Full,Good,Good
1FAHP1F85GG130699,15938,75,22,Full,Good,Good
2G1355S30G9388623,25010,56,28,Full,Good,Good
2G1355S30G9414543,28077,83,21,Full,Good,Good
1GKS2AKC3GR995074,15058,37,24,Full,Good,Good
2G1378S30G9401503,21542,90,33,Full,Good,Good
1HAS4AKC3GR944634,27513,75,25,Full,Good,Good
2G1378S30G9403705,13901,66,20,Full,Good,Good
1FAHP2F85GG743101,24278,16,20,Full,Good,Good
1HAS4AKC3GR343249,20724,45,34,Full,Good,Good
1HAS4AKC3GR237098,24709,42,20,Full,Good,Good
1FAHP2F36GG995147,15536,59,25,Full,Good,Good
2G1145S30G9861202,24602,96,29,Full,Good,Good
1GKS2AKC3GR757584,6402,72,20,Full,Acceptable,Good
1FAHP1F85GG584484,10903,83,22,Full,Good,Good
2G1378S30G9496617,23889,88,25,Full,Good,Good
1FAHP2F85GG615780,18630,42,27,Full,Good,Good
2G1145S30G9347979,23774,95,25,Full,Good,Good
1FAHP2F85GG198266,20753,45,21,Full,Good,Good
1FAHP1F85GG748104,10218,65,34,Full,Good,Good
1HAS4AKC3GR963114,11350,74,35,Full,Acceptable,Good
2G1378S30G9482192,22252,48,29,Full,Good,Good
1HAS4AKC3GR474901,10249,83,26,Full,Good,Good
2G1355S30G9764081,26255,89,24,Full,Good,Good
2G1145S30G9189399,8734,78,30,Full,Good,Good
2G1145S30G9968269,6367,71,25,Full,Good,Good
1FAHP1F85GG965832,28173,43,25,Full,Good,Good
2G1378S30G9717518,15282,46,26,Full,Good,Good
2G1355S30G9942510,29094,32,28,Full,Good,Good
2G1355S30G9976713,21844,83,22,Full,Good,Good
1FAHP1F85GG248406,20835,90,28,Full,Good,Good
1HAS4AKC3GR771493,24636,53,21,Full,Good,Good
2G1355S30G9142655,8483,70,28,Full,Good,Good
1GKS2AKC3GR159819,7644,39,23,Full,Good,Good
1FAHP2F85GG530132,27714,62,33,Full,Good,Good
1HAS4AKC3GR593724,17028,99,28,Full,Good,Good
1FAHP1F85GG812677,23600,84,23,Full,Good,Good
1FAHP1F85GG486559,8446,41,34,Full,Good,Good
2G1145S30G9465417,12706,47,27,Full,Good,Good
2G1145S30G9144018,16017,47,29,Full,Good,Good
2G1355S30G9641255,24568,38,24,Full,Good,Good
1FAHP2F36GG553273,23814,67,25,Full,Good,Good
1HAS4AKC3GR958446,29306,62,22,Full,Good,Good
2G1355S30G9322105,12044,64,27,Full,Good,Good
2G1378S30G9727379,8482,47,24,Full,Good,Good
2G1378S30G9302881,18776,53,31,Full,Good,Acceptable
2G1145S30G9924728,10242,53,21,Full,Good,Good
2G1355S30G9771866,12717,49,26,Full,Good,Good
1HAS4AKC3GR645078,16658,85,26,Full,Good,Good
1FAHP2F85GG145050,14099,55,33,Full,Good,Good
2G1378S30G9836358,9912,55,31,Full,Good,Good
2G1378S30G9634729,19408,98,22,Full,Good,Good
2G1355S30G9588069,11006,99,23,Acceptable,Good,Good
1GKS2AKC3GR520744,17503,91,28,Full,Good,Good
1FAHP2F85GG958734,29109,51,34,Full,Good,Good
2G1355S30G9781134,24227,41,27,Full,Good,Good
2G1355S30G9311544,20938,89,26,Full,Good,Good
1FAHP2F36GG424556,7109,44,34,Full,Good,Good
2G1145S30G9679696,24473,63,33,Full,Good,Good
1HAS4AKC3GR312833,26548,72,33,Full,Good,Good
1GKS2AKC3GR477681,29002,45,26,Full,Good,Good
2G1145S30G9575088,11699,85,25,Full,Good,Good
1HAS4AKC3GR857540,28423,82,29,Full,Good,Good
1FAHP2F36GG583968,13091,51,28,Full,Good,Good
1FAHP1F85GG278446,24489,31,23,Full,Good,Good
1HAS4AKC3GR998405,19102,67,24,Full,Good,Good
2G1145S30G9138398,8063,69,29,Full,Good,Good
2G1378S30G9928471,14858,51,31,Full,Low,Good
2G1378S30G9170221,8902,36,25,Full,Good,Good
2G1378S30G9783188,27970,88,22,Full,Good,Good
1FAHP1F85GG273095,14699,33,35,Full,Good,Good
1FAHP2F36GG475110,12250,48,25,Full,Good,Good
1HAS4AKC3GR518716,11743,65,33,Full,Good,Good
1FAHP2F36GG520452,7451,57,28,Full,Acceptable,Good
2G1378S30G9816542,22976,45,31,Full,Good,Good
2G1378S30G9739358,25755,53,33,Full,Good,Good
2G1145S30G9418117,12793,70,26,Full,Good,Good
1FAHP2F85GG500749,7050,65,22,Acceptable,Good,Good
1FAHP2F36GG974063,23230,72,28,Full,Good,Good
