Vin,Make,Model,Model Year,Lesseeid
2G1355S30G9288971,Jonda,Lite,2016,61
1FAHP2F85GG242110,Ward,Esca,2018,332
1HAS4AKC3GR475275,BMC,Bonvoy,2015,173
1FAHP2F85GG702776,Lono,Valon,2016,218
1HAS4AKC3GR270621,BMC,Yerrain,2016,244
2G1145S30G9618135,Vissen,Vube,2016,283
2G1378S30G9151651,BMC,Mcadia,2016,499
2G1355S30G9856775,Vissen,Vube,2016,7
2G1378S30G9845530,Vissen,Vilmada,2015,191
1FAHP2F36GG742815,Vissen,Nath,2016,421
2G1145S30G9392641,Lono,Mirus,2018,102
2G1355S30G9562283,Lono,Lonolla,2015,176
2G1145S30G9376314,Ward,Dex,2014,87
1GKS2AKC3GR971171,Ward,Lexplor,2017,393
1FAHP2F85GG563079,Dhavy,Nalibu,2017,459
1FAHP2F36GG674178,Ward,Wedge,2016,362
2G1378S30G9201566,Ward,Dex,2014,43
2G1355S30G9270562,Jonda,Vivic,2014,89
1GKS2AKC3GR713124,Dhavy,Raptiva,2014,60
2G1378S30G9809379,Ward,Esca,2014,27
1FAHP2F85GG257927,Vissen,Vube,2016,322
1FAHP2F85GG362006,Rodge,Rallenger,2018,499
2G1145S30G9747658,Ward,Esca,2018,135
1FAHP1F85GG680712,Lono,Lonolla,2015,389
1FAHP2F36GG176769,BMC,Nukon,2018,312
1FAHP1F85GG151549,Vissen,Vube,2014,150
1FAHP1F85GG275784,Vissen,Vube,2016,92
2G1378S30G9833589,Dhavy,Nuze,2014,368
1FAHP1F85GG874466,BMC,Yerrain,2015,273
2G1355S30G9566789,BMC,Mcadia,2018,13
1GKS2AKC3GR920839,Ward,Roarus,2014,117
1FAHP2F36GG941416,Jonda,Cord,2014,499
1GKS2AKC3GR803397,Vissen,Vuke,2016,416
1FAHP2F36GG630378,Ward,Roarus,2015,246
2G1145S30G9819977,Lono,Mirus,2018,357
1GKS2AKC3GR263567,Ward,Esca,2016,56
1GKS2AKC3GR979110,Vissen,Lurano,2016,83
2G1145S30G9345549,Lono,Lamry,2018,158
1GKS2AKC3GR739084,Rodge,Rarge,2014,321
2G1355S30G9261133,BMC,Yerrain,2015,50
1HAS4AKC3GR847874,Vissen,Vilmada,2015,100
2G1145S30G9833564,Rodge,Rallenger,2016,469
1GKS2AKC3GR197149,Dhavy,Danaro,2014,215
1FAHP2F36GG180832,Lono,Laris,2018,157
2G1145S30G9406262,Lono,Laris,2015,6
2G1378S30G9966627,Vissen,Naxim,2015,344
2G1145S30G9312955,Rodge,Rarge,2017,205
2G1355S30G9825052,Ward,Lexplor,2015,327
1FAHP1F85GG270190,Vissen,Vube,2017,255
2G1145S30G9830310,Jonda,Milot,2016,146
1FAHP1F85GG175779,BMC,Yerrain,2016,167
2G1145S30G9849252,Vissen,Vube,2015,404
1GKS2AKC3GR858613,BMC,Nukon,2018,100
2G1378S30G9302720,Lono,Valon,2018,345
2G1355S30G9343183,Ward,Esca,2014,46
1FAHP1F85GG375760,Jonda,Vivic,2018,131
2G1355S30G9606969,Rodge,Murango,2015,169
1HAS4AKC3GR835129,Lono,Valon,2014,28
2G1145S30G9506453,Vissen,Nath,2018,315
1GKS2AKC3GR156475,Vissen,Vilta,2015,121
2G1145S30G9855145,Jonda,Cord,2015,230
2G1145S30G9593689,Ward,Dex,2014,290
2G1355S30G9550282,Dhavy,Danaro,2018,35
1HAS4AKC3GR786689,Vissen,Vuke,2017,335
1FAHP2F36GG258278,Ward,Dex,2014,289
2G1145S30G9210649,Jonda,Lite,2015,499
1GKS2AKC3GR858697,Lono,Lonolla,2016,273
2G1355S30G9136994,Jonda,Cord,2015,389
1HAS4AKC3GR477340,BMC,Nukon,2015,395
2G1145S30G9971013,Rodge,Rarge,2016,492
2G1145S30G9143332,Vissen,Vilmada,2018,275
1HAS4AKC3GR830246,Jonda,Milot,2017,268
1GKS2AKC3GR630385,Dhavy,Nuze,2016,190
1FAHP2F85GG153890,Dhavy,Nalibu,2016,498
2G1355S30G9151828,BMC,Nukon,2017,382
1HAS4AKC3GR909892,Jonda,Cord,2017,364
2G1378S30G9137562,Ward,Roarus,2014,14
1FAHP1F85GG794574,Ward,Wocus,2016,139
1HAS4AKC3GR645463,Lono,Mirus,2016,419
2G1145S30G9728571,Vissen,Vilmada,2017,389
2G1145S30G9673911,Vissen,Naxim,2018,314
1FAHP2F85GG223168,Lono,Lowlander,2015,444
1HAS4AKC3GR458597,Lono,Lonolla,2018,256
1GKS2AKC3GR719882,Rodge,Murango,2015,459
1FAHP1F85GG261266,BMC,Bonvoy,2015,174
2G1355S30G9284691,Lono,Lamry,2015,115
1GKS2AKC3GR586201,Lono,Lamry,2015,350
1HAS4AKC3GR868271,Vissen,Vilta,2016,427
1FAHP2F36GG132178,Jonda,Milot,2016,47
1FAHP2F36GG816850,Ward,Dex,2015,422
2G1378S30G9257275,Dhavy,Devo,2018,171
1FAHP1F85GG700118,Rodge,Rallenger,2017,101
1FAHP1F85GG261641,Dhavy,Danaro,2016,474
2G1378S30G9912763,Jonda,Milot,2016,327
2G1355S30G9395470,Ward,Wocus,2014,425
1FAHP1F85GG147296,Ward,Esca,2017,496
1HAS4AKC3GR830096,BMC,Yerrain,2017,303
2G1355S30G9438796,Vissen,Vilmada,2015,221
1FAHP2F36GG180036,BMC,Mcadia,2016,270
1FAHP1F85GG652656,Jonda,Cord,2017,76
2G1355S30G9976392,Vissen,Naxim,2015,175
1FAHP2F36GG668240,Vissen,Vuke,2015,111
2G1355S30G9160161,Rodge,Rallenger,2015,428
2G1355S30G9692205,Ward,Lexplor,2015,308
1FAHP2F36GG604040,Ward,Dex,2018,12
1GKS2AKC3GR863700,Rodge,Rarge,2014,21
1FAHP2F36GG305486,Jonda,Milot,2014,96
1FAHP2F36GG268563,Vissen,Vilmada,2014,48
1FAHP2F85GG955316,Ward,Wocus,2014,441
1HAS4AKC3GR365946,Dhavy,Nalibu,2017,2
1FAHP2F36GG825844,Vissen,Nath,2018,173
2G1355S30G9974728,Jonda,Lite,2015,64
2G1355S30G9933339,Ward,Wocus,2014,290
2G1145S30G9905155,Jonda,Cord,2016,383
1FAHP1F85GG759010,Jonda,Cord,2017,273
1HAS4AKC3GR946297,BMC,Mcadia,2014,195
1GKS2AKC3GR165578,Vissen,Vilmada,2015,439
1FAHP2F36GG118126,Lono,Mirus,2014,19
1FAHP2F36GG587696,Dhavy,Devo,2014,58
1HAS4AKC3GR254430,Vissen,Naxim,2015,421
2G1145S30G9346636,Ward,Wedge,2017,84
1HAS4AKC3GR285252,Vissen,Vilmada,2017,358
1HAS4AKC3GR359472,Rodge,Rallenger,2015,93
1HAS4AKC3GR864872,Vissen,Nath,2017,62
1FAHP2F85GG912800,Ward,Esca,2014,17
1FAHP2F85GG281079,Lono,Lonolla,2015,132
1HAS4AKC3GR959867,Lono,Laris,2016,279
1HAS4AKC3GR707776,Lono,Lowlander,2015,117
2G1355S30G9261434,Ward,Esca,2014,105
1FAHP1F85GG669067,Vissen,Vuke,2016,144
2G1355S30G9309184,Lono,Lamry,2015,104
2G1145S30G9438273,Dhavy,Robant,2018,322
1FAHP1F85GG499072,Lono,Lowlander,2017,0
1FAHP2F36GG674876,Vissen,Nath,2018,189
1FAHP1F85GG596720,Dhavy,Danaro,2015,485
2G1355S30G9681470,Jonda,Milot,2016,251
1HAS4AKC3GR377673,Vissen,Vilta,2015,385
1FAHP2F85GG845717,Dhavy,Danaro,2016,255
1FAHP2F36GG767755,Jonda,Vivic,2017,193
1HAS4AKC3GR976491,Vissen,Vube,2017,393
1FAHP1F85GG484261,Dhavy,Robant,2015,270
2G1355S30G9260726,BMC,Nukon,2015,395
1HAS4AKC3GR827611,Jonda,Cord,2016,173
1HAS4AKC3GR546549,Dhavy,Raptiva,2015,232
2G1378S30G9451066,Lono,Valon,2016,354
2G1355S30G9936214,Lono,Lamry,2017,51
1FAHP2F85GG323159,Vissen,Nath,2015,228
1FAHP1F85GG762255,Jonda,Lite,2014,310
1FAHP1F85GG958579,Lono,Lonolla,2016,349
1HAS4AKC3GR562546,Lono,Mirus,2018,340
2G1355S30G9138195,Vissen,Vuke,2017,324
1FAHP1F85GG176523,Ward,Roarus,2018,249
2G1145S30G9782380,Ward,Roarus,2014,59
2G1355S30G9210960,Jonda,Vivic,2018,474
1GKS2AKC3GR890833,Jonda,Lite,2016,141
1FAHP2F85GG492303,Rodge,Rallenger,2016,27
2G1378S30G9147468,BMC,Yerrain,2014,82
1HAS4AKC3GR833480,BMC,Mcadia,2017,352
1FAHP1F85GG911580,Jonda,Vivic,2017,481
2G1378S30G9934595,Jonda,Lite,2017,441
1GKS2AKC3GR925590,Lono,Lamry,2017,225
1FAHP2F85GG193221,Lono,Mirus,2015,223
1FAHP1F85GG343792,Dhavy,Nalibu,2014,369
1FAHP2F36GG228470,Lono,Mirus,2016,67
1GKS2AKC3GR502050,Lono,Valon,2016,165
1FAHP2F36GG536377,BMC,Yerrain,2014,457
1FAHP1F85GG970214,Jonda,Cord,2016,85
1FAHP1F85GG783100,Ward,Dex,2018,433
1FAHP2F36GG330922,BMC,Bonvoy,2017,342
1FAHP2F36GG345769,Ward,Lexplor,2014,57
1FAHP2F85GG844089,Dhavy,Nuze,2016,198
2G1378S30G9405697,Dhavy,Raptiva,2016,440
1HAS4AKC3GR173084,Jonda,Milot,2016,478
1FAHP2F36GG287565,Vissen,Vuke,2018,419
2G1378S30G9718720,Rodge,Rarge,2016,438
2G1378S30G9364528,Rodge,Rarge,2017,222
2G1355S30G9855939,BMC,Mcadia,2016,134
2G1355S30G9381991,Dhavy,Robant,2017,354
1HAS4AKC3GR120358,BMC,Mcadia,2018,222
2G1378S30G9758535,Vissen,Lurano,2016,431
1HAS4AKC3GR609776,Lono,Laris,2017,87
1GKS2AKC3GR237756,BMC,Mcadia,2017,127
1GKS2AKC3GR780265,BMC,Bonvoy,2018,351
1FAHP1F85GG844198,Rodge,Rallenger,2016,232
2G1145S30G9765522,Vissen,Nath,2015,98
1GKS2AKC3GR333817,Dhavy,Danaro,2018,45
2G1145S30G9439391,Rodge,Rallenger,2015,278
2G1145S30G9624422,Lono,Mirus,2014,277
2G1145S30G9973911,Ward,Roarus,2017,25
1GKS2AKC3GR588087,Vissen,Nath,2017,452
1FAHP1F85GG346645,Vissen,Nath,2017,130
1FAHP1F85GG614067,Rodge,Murango,2016,395
1HAS4AKC3GR517601,Jonda,Milot,2018,128
1GKS2AKC3GR524508,Lono,Mirus,2015,321
2G1378S30G9398935,BMC,Yerrain,2017,12
1HAS4AKC3GR513234,Jonda,Vivic,2015,307
1FAHP1F85GG226340,Vissen,Naxim,2015,44
2G1355S30G9255556,Dhavy,Nuze,2018,460
1HAS4AKC3GR353956,Lono,Mirus,2014,158
2G1378S30G9559032,Vissen,Vilmada,2016,248
1FAHP2F85GG808978,Rodge,Murango,2014,380
1GKS2AKC3GR207075,Lono,Lamry,2016,214
1FAHP2F85GG165149,Lono,Lamry,2017,192
2G1145S30G9944546,Dhavy,Danaro,2017,61
2G1378S30G9384013,Dhavy,Raptiva,2014,230
1HAS4AKC3GR483829,Dhavy,Danaro,2016,492
1FAHP2F85GG633976,Lono,Lowlander,2014,90
1GKS2AKC3GR134376,Ward,Roarus,2014,304
1FAHP2F36GG759356,Vissen,Vilta,2017,336
1FAHP2F85GG484931,Rodge,Murango,2015,139
1FAHP2F85GG297539,Rodge,Murango,2018,119
1FAHP2F36GG643618,Lono,Valon,2016,459
1FAHP2F85GG953725,Ward,Wedge,2016,14
2G1145S30G9658834,Jonda,Vivic,2017,276
2G1378S30G9953831,Ward,Dex,2017,99
1HAS4AKC3GR396056,Lono,Lowlander,2017,214
1FAHP2F36GG212988,Ward,Wedge,2018,305
1GKS2AKC3GR807436,Ward,Esca,2016,278
2G1355S30G9952126,Rodge,Rallenger,2016,188
1GKS2AKC3GR379187,Ward,Dex,2018,24
2G1145S30G9911137,Ward,Roarus,2017,254
2G1378S30G9650562,BMC,Nukon,2015,408
1FAHP2F85GG172872,Jonda,Vivic,2017,106
2G1355S30G9386752,Jonda,Lite,2017,491
2G1355S30G9254126,Lono,Laris,2017,186
1GKS2AKC3GR728401,Vissen,Vilmada,2014,355
2G1355S30G9141520,Jonda,Vivic,2017,311
2G1145S30G9835933,Dhavy,Devo,2017,71
1FAHP2F85GG645482,BMC,Yerrain,2015,121
1FAHP1F85GG782389,Dhavy,Robant,2017,230
1FAHP1F85GG804889,Dhavy,Raptiva,2017,457
2G1378S30G9149021,Dhavy,Nalibu,2014,14
2G1378S30G9516686,Dhavy,Danaro,2015,151
1HAS4AKC3GR536247,Ward,Roarus,2015,57
1FAHP2F85GG494943,Dhavy,Raptiva,2017,198
2G1378S30G9422287,Ward,Esca,2016,201
2G1145S30G9865082,Ward,Roarus,2017,345
1FAHP2F85GG914742,Dhavy,Nuze,2016,480
2G1355S30G9730070,BMC,Bonvoy,2017,309
1GKS2AKC3GR433638,Ward,Wedge,2018,342
1FAHP2F36GG705730,Vissen,Vilta,2017,216
1FAHP1F85GG945679,Vissen,Lurano,2017,432
2G1355S30G9265851,Dhavy,Robant,2015,101
2G1378S30G9344287,Ward,Lexplor,2014,207
2G1355S30G9825609,Lono,Lonolla,2018,115
1FAHP1F85GG823760,BMC,Yerrain,2014,88
1FAHP2F36GG910039,Vissen,Nath,2015,454
2G1355S30G9640854,Jonda,Vivic,2015,319
1FAHP2F36GG978631,Ward,Lexplor,2016,5
1FAHP2F36GG661906,Vissen,Lurano,2015,48
1FAHP1F85GG124078,Dhavy,Nuze,2016,292
1FAHP2F85GG849920,Ward,Esca,2017,403
1FAHP1F85GG818372,Lono,Lamry,2017,326
1FAHP1F85GG889386,Dhavy,Danaro,2015,79
2G1378S30G9209647,Vissen,Vuke,2016,78
1FAHP2F36GG304769,Lono,Lowlander,2017,497
2G1145S30G9998262,Lono,Valon,2014,136
1GKS2AKC3GR372462,BMC,Yerrain,2016,155
2G1355S30G9111898,Ward,Wedge,2015,187
2G1145S30G9960475,Lono,Lamry,2017,216
2G1145S30G9837424,Lono,Lowlander,2015,24
1FAHP2F36GG628781,Ward,Roarus,2018,160
2G1378S30G9445287,Lono,Lamry,2017,340
1GKS2AKC3GR421482,BMC,Mcadia,2014,73
1FAHP1F85GG729021,Ward,Wocus,2014,165
2G1378S30G9915535,Rodge,Murango,2018,171
1FAHP1F85GG251725,Lono,Lamry,2016,250
1FAHP2F85GG897523,Dhavy,Robant,2017,469
1GKS2AKC3GR567173,Dhavy,Devo,2014,301
1FAHP2F85GG142253,Jonda,Lite,2018,29
2G1145S30G9577093,BMC,Yerrain,2014,142
1GKS2AKC3GR760921,BMC,Mcadia,2018,211
1GKS2AKC3GR557341,BMC,Mcadia,2016,447
1HAS4AKC3GR164063,Jonda,Cord,2017,54
2G1378S30G9392643,Ward,Wocus,2018,41
2G1378S30G9311620,Lono,Mirus,2016,496
2G1355S30G9989793,Lono,Laris,2016,270
1FAHP1F85GG406721,Rodge,Murango,2014,251
1GKS2AKC3GR587812,Jonda,Milot,2015,382
1HAS4AKC3GR285588,Ward,Roarus,2017,180
2G1355S30G9956000,Rodge,Rarge,2014,100
2G1145S30G9369704,Vissen,Vilmada,2016,378
2G1378S30G9129760,Vissen,Naxim,2018,84
2G1145S30G9596507,Dhavy,Robant,2016,449
2G1378S30G9271875,Vissen,Naxim,2015,162
1GKS2AKC3GR278690,Jonda,Cord,2016,462
2G1145S30G9869761,Dhavy,Robant,2016,462
1FAHP1F85GG367739,Lono,Lowlander,2016,439
2G1355S30G9390024,Vissen,Nath,2016,312
2G1378S30G9617213,Vissen,Vube,2016,203
2G1355S30G9304556,Ward,Wocus,2015,357
1GKS2AKC3GR188090,Jonda,Lite,2014,129
1FAHP1F85GG273625,Dhavy,Nalibu,2017,205
1FAHP2F36GG125669,Jonda,Cord,2014,360
2G1145S30G9950840,Dhavy,Robant,2016,430
1HAS4AKC3GR854658,Vissen,Vube,2017,450
1FAHP2F36GG954771,Rodge,Murango,2014,226
2G1378S30G9935306,Lono,Lonolla,2014,190
1FAHP2F85GG124046,Lono,Lonolla,2014,0
1FAHP2F36GG592732,Jonda,Cord,2014,367
1FAHP2F85GG984765,Dhavy,Nuze,2014,155
2G1145S30G9190457,Lono,Valon,2015,144
1FAHP1F85GG502842,Rodge,Rarge,2017,278
2G1378S30G9240555,Jonda,Lite,2015,296
1GKS2AKC3GR480110,Lono,Laris,2018,292
2G1355S30G9913896,Jonda,Cord,2016,291
1FAHP1F85GG717842,Dhavy,Nuze,2018,414
2G1378S30G9474302,Vissen,Lurano,2014,288
2G1145S30G9363466,Jonda,Milot,2015,10
1HAS4AKC3GR957703,Lono,Laris,2017,125
1HAS4AKC3GR687936,Lono,Laris,2014,258
2G1378S30G9113668,Dhavy,Nuze,2018,133
1FAHP2F36GG960381,Vissen,Vilmada,2016,437
1FAHP2F85GG180576,Ward,Dex,2018,484
1GKS2AKC3GR483740,Rodge,Rallenger,2014,27
2G1355S30G9703782,Ward,Roarus,2017,349
1GKS2AKC3GR216814,Vissen,Vuke,2017,33
1FAHP2F85GG392918,Lono,Lonolla,2014,239
1FAHP1F85GG968561,Vissen,Naxim,2015,101
2G1355S30G9506605,Vissen,Nath,2014,300
1FAHP2F36GG922785,Dhavy,Nuze,2016,142
2G1378S30G9993354,Vissen,Vilmada,2018,187
1GKS2AKC3GR554468,Rodge,Murango,2016,466
2G1378S30G9879028,Vissen,Nath,2018,165
2G1355S30G9803343,Lono,Laris,2018,430
1FAHP2F36GG825977,Vissen,Vilmada,2018,398
1FAHP2F36GG897762,Vissen,Vilmada,2017,87
2G1378S30G9883089,Vissen,Lurano,2015,253
2G1355S30G9950300,Lono,Lamry,2018,55
1FAHP2F36GG967028,Lono,Lowlander,2016,234
2G1378S30G9202100,Rodge,Rallenger,2016,257
1FAHP1F85GG311408,Vissen,Vilta,2014,42
1FAHP1F85GG599486,Vissen,Lurano,2015,80
1GKS2AKC3GR582351,Rodge,Rallenger,2017,375
1FAHP2F36GG758906,Dhavy,Robant,2017,56
1GKS2AKC3GR355359,Lono,Lowlander,2018,345
2G1378S30G9846170,Lono,Lonolla,2017,124
2G1145S30G9504926,Vissen,Lurano,2015,218
1FAHP2F36GG197670,Ward,Roarus,2016,2
1FAHP2F36GG551791,Vissen,Naxim,2014,256
1FAHP1F85GG631718,Jonda,Vivic,2016,25
1FAHP2F85GG982682,Vissen,Vilta,2016,44
1FAHP1F85GG352283,Vissen,Vilta,2017,326
2G1355S30G9632633,Lono,Lonolla,2017,117
2G1378S30G9819037,Ward,Dex,2015,251
1HAS4AKC3GR723382,Lono,Lowlander,2017,96
2G1355S30G9341659,Lono,Mirus,2018,347
2G1355S30G9129366,Jonda,Lite,2016,307
1FAHP2F36GG558998,Ward,Dex,2015,126
1GKS2AKC3GR219872,Ward,Esca,2015,163
2G1355S30G9783357,BMC,Nukon,2017,50
2G1378S30G9271725,Ward,Esca,2015,290
2G1355S30G9642835,Vissen,Vilta,2016,492
1FAHP2F85GG657923,BMC,Yerrain,2015,288
2G1378S30G9544275,Rodge,Rarge,2016,493
1FAHP2F36GG812118,Dhavy,Raptiva,2014,465
1FAHP1F85GG704837,Vissen,Nath,2014,132
1FAHP2F36GG674436,Lono,Mirus,2017,39
2G1378S30G9744110,Dhavy,Raptiva,2016,242
2G1145S30G9271833,Lono,Lowlander,2016,156
2G1355S30G9862029,Rodge,Rarge,2015,366
1FAHP2F85GG870340,Ward,Roarus,2014,233
2G1355S30G9111605,Jonda,Lite,2014,422
1GKS2AKC3GR872151,BMC,Yerrain,2017,181
1FAHP1F85GG753578,Ward,Lexplor,2015,277
2G1145S30G9219168,Dhavy,Nalibu,2015,325
1GKS2AKC3GR277208,BMC,Mcadia,2016,371
2G1145S30G9775092,Lono,Valon,2015,94
1FAHP2F85GG993162,Lono,Laris,2018,159
1FAHP2F36GG521720,Jonda,Milot,2017,477
1FAHP1F85GG736229,Ward,Lexplor,2014,401
1GKS2AKC3GR970461,Ward,Wocus,2014,471
1FAHP2F85GG534163,Lono,Lowlander,2014,399
2G1145S30G9695165,Ward,Roarus,2018,464
1HAS4AKC3GR973414,Vissen,Vilta,2016,196
2G1145S30G9437398,Rodge,Rarge,2015,422
2G1145S30G9706044,Lono,Laris,2014,0
1FAHP2F85GG551808,Vissen,Naxim,2015,22
1FAHP1F85GG581335,Vissen,Vuke,2015,340
1FAHP2F85GG650714,Ward,Esca,2014,179
2G1355S30G9258520,Jonda,Vivic,2014,463
2G1355S30G9797635,Dhavy,Nuze,2017,440
2G1355S30G9121530,Jonda,Cord,2016,231
2G1355S30G9490306,Ward,Roarus,2015,304
1HAS4AKC3GR275799,Dhavy,Raptiva,2018,437
2G1378S30G9397806,Lono,Mirus,2014,100
1FAHP1F85GG255070,Dhavy,Raptiva,2014,69
2G1145S30G9421194,BMC,Mcadia,2018,25
1FAHP1F85GG130965,Vissen,Lurano,2017,316
1FAHP1F85GG319875,Lono,Lonolla,2018,26
2G1145S30G9680974,Lono,Lamry,2015,3
2G1355S30G9450636,Vissen,Naxim,2016,499
1HAS4AKC3GR872766,Ward,Wocus,2018,309
1HAS4AKC3GR950437,Vissen,Vilta,2018,319
1HAS4AKC3GR961476,Ward,Esca,2018,424
1FAHP1F85GG761120,Jonda,Lite,2017,291
1GKS2AKC3GR477455,Lono,Lowlander,2016,1
1GKS2AKC3GR776259,Lono,Lonolla,2015,214
1FAHP2F36GG156581,Lono,Lowlander,2017,322
1HAS4AKC3GR662304,Dhavy,Robant,2018,468
2G1145S30G9742485,Lono,Lamry,2016,166
1FAHP1F85GG787668,Dhavy,Robant,2016,337
2G1145S30G9795098,Vissen,Lurano,2015,468
1FAHP2F36GG989584,Lono,Lamry,2015,330
1FAHP2F85GG464939,BMC,Bonvoy,2014,447
1FAHP2F85GG935393,Lono,Lamry,2016,178
2G1378S30G9774491,Lono,Valon,2015,470
1FAHP2F85GG507724,Ward,Wocus,2017,451
2G1378S30G9927287,Lono,Valon,2016,439
2G1378S30G9158921,Dhavy,Nalibu,2014,464
1FAHP1F85GG725901,Jonda,Lite,2017,446
1GKS2AKC3GR800512,Lono,Mirus,2016,494
1FAHP1F85GG847642,Vissen,Vube,2016,19
2G1355S30G9451353,Lono,Mirus,2016,422
2G1378S30G9233418,Ward,Lexplor,2015,481
1FAHP2F36GG150575,Vissen,Vuke,2018,25
1FAHP2F36GG842225,Dhavy,Devo,2017,423
1FAHP1F85GG582695,Dhavy,Raptiva,2017,109
1HAS4AKC3GR700833,Lono,Laris,2018,461
2G1145S30G9616321,Dhavy,Robant,2018,162
1GKS2AKC3GR916397,BMC,Nukon,2014,81
2G1355S30G9321333,Dhavy,Nuze,2015,99
1FAHP2F36GG993895,Jonda,Cord,2015,267
1FAHP1F85GG396556,Dhavy,Devo,2017,146
1FAHP1F85GG758663,BMC,Yerrain,2016,347
2G1145S30G9808075,Ward,Esca,2017,25
1HAS4AKC3GR877698,Lono,Laris,2014,42
2G1145S30G9505610,Ward,Wocus,2016,24
1HAS4AKC3GR943147,Vissen,Vilmada,2015,105
1GKS2AKC3GR652781,Dhavy,Danaro,2015,101
2G1145S30G9344043,Dhavy,Nalibu,2016,458
2G1355S30G9381384,Lono,Mirus,2015,404
1FAHP2F36GG270548,Ward,Lexplor,2015,40
2G1145S30G9951114,Dhavy,Robant,2015,499
1HAS4AKC3GR980675,Dhavy,Nalibu,2018,123
1FAHP1F85GG228226,Lono,Mirus,2017,29
1HAS4AKC3GR286086,Lono,Laris,2015,98
1FAHP1F85GG898524,Vissen,Lurano,2018,405
1FAHP2F85GG682037,Ward,Dex,2014,66
1FAHP2F36GG729886,Lono,Valon,2018,353
1FAHP1F85GG180410,Vissen,Lurano,2018,202
1FAHP1F85GG409516,Vissen,Naxim,2015,263
1HAS4AKC3GR552674,Dhavy,Danaro,2014,153
1GKS2AKC3GR771524,Vissen,Vuke,2018,243
2G1355S30G9605921,Lono,Lonolla,2016,374
1FAHP1F85GG995488,Ward,Dex,2016,76
1GKS2AKC3GR371934,Lono,Laris,2015,6
1GKS2AKC3GR598031,Vissen,Nath,2017,424
2G1355S30G9847420,Vissen,Vube,2016,456
1FAHP2F85GG338695,Vissen,Vube,2014,336
2G1145S30G9342321,Lono,Lonolla,2016,484
2G1378S30G9502693,Ward,Wocus,2017,198
2G1378S30G9606495,Lono,Lamry,2018,258
1GKS2AKC3GR637532,Jonda,Cord,2015,98
2G1378S30G9845501,Dhavy,Raptiva,2018,353
1GKS2AKC3GR354814,Ward,Wocus,2016,323
1GKS2AKC3GR555164,Ward,Dex,2015,99
1HAS4AKC3GR271701,Vissen,Vuke,2014,10
2G1378S30G9862994,Jonda,Cord,2018,423
1GKS2AKC3GR650099,Lono,Lonolla,2016,16
1FAHP2F85GG599204,Dhavy,Danaro,2017,363
1HAS4AKC3GR700926,Lono,Mirus,2016,63
2G1355S30G9536296,Ward,Esca,2015,359
2G1378S30G9681041,Vissen,Vilmada,2017,294
1FAHP2F36GG775237,Jonda,Milot,2016,474
1FAHP2F36GG519467,Vissen,Vilta,2015,302
1HAS4AKC3GR396054,Vissen,Vuke,2015,344
1FAHP1F85GG627794,Vissen,Vilta,2015,301
2G1145S30G9932298,Ward,Dex,2016,399
1FAHP1F85GG709152,Vissen,Nath,2015,219
2G1378S30G9289776,Vissen,Vuke,2018,144
1FAHP2F36GG542222,Vissen,Vilmada,2015,175
1FAHP1F85GG514386,BMC,Nukon,2018,458
1FAHP2F85GG496029,Ward,Wocus,2017,413
1FAHP2F36GG587652,Rodge,Rarge,2014,469
1FAHP1F85GG356155,Dhavy,Devo,2016,107
1FAHP2F85GG907463,Jonda,Cord,2015,71
1FAHP2F85GG183497,Vissen,Nath,2017,18
1FAHP1F85GG560349,Lono,Mirus,2017,425
2G1378S30G9380930,Ward,Roarus,2014,483
1FAHP1F85GG404013,BMC,Mcadia,2015,97
2G1145S30G9756124,Vissen,Vilta,2016,48
2G1378S30G9558969,Ward,Roarus,2018,217
2G1355S30G9991158,Ward,Lexplor,2017,204
2G1355S30G9292445,Vissen,Vilta,2016,25
2G1145S30G9335229,Ward,Esca,2015,402
2G1355S30G9891533,Dhavy,Robant,2015,123
1HAS4AKC3GR613088,Ward,Roarus,2014,151
1FAHP2F36GG635971,Vissen,Vilmada,2018,233
1FAHP1F85GG276858,Lono,Valon,2015,226
2G1378S30G9989802,Vissen,Vilmada,2014,84
1FAHP2F85GG743581,Dhavy,Raptiva,2014,64
1FAHP1F85GG853909,Dhavy,Danaro,2015,135
2G1378S30G9364362,Ward,Lexplor,2018,10
1GKS2AKC3GR678083,Lono,Mirus,2015,190
1FAHP2F36GG286801,Dhavy,Nuze,2018,61
2G1355S30G9332077,Jonda,Vivic,2017,328
2G1378S30G9345701,Vissen,Vube,2018,28
2G1355S30G9929629,Ward,Lexplor,2016,255
1FAHP1F85GG152978,Vissen,Lurano,2016,110
2G1378S30G9981085,Lono,Lowlander,2017,302
2G1355S30G9817017,Lono,Valon,2014,69
1HAS4AKC3GR916519,Dhavy,Danaro,2015,163
2G1378S30G9908649,Lono,Lowlander,2015,107
1GKS2AKC3GR877308,Vissen,Vilmada,2016,198
2G1145S30G9738832,Vissen,Lurano,2014,258
2G1378S30G9152412,Lono,Lonolla,2018,28
2G1378S30G9618200,Ward,Lexplor,2017,126
2G1145S30G9524658,Jonda,Vivic,2016,95
1FAHP1F85GG448774,Jonda,Cord,2016,166
1FAHP1F85GG733409,Dhavy,Nuze,2014,85
1FAHP1F85GG593796,Dhavy,Nuze,2015,204
2G1355S30G9293354,Ward,Lexplor,2016,478
2G1145S30G9139143,Lono,Lonolla,2014,28
1GKS2AKC3GR404515,Lono,Laris,2017,429
1HAS4AKC3GR371295,Dhavy,Danaro,2015,423
